nodeName,package,checkable,clickable,content-desc,index,focusable,enabled,resource-id,password,NAF,bounds,focused,checked,long-clickable,progress,text,class,scrollable,selected
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [1;0][1079;131] , false , false , false ,0,  , android.view.ViewGroup , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [1;0][1079;131] , false , false , false ,1,  , android.widget.ViewSwitcher , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [1;0][1079;131] , false , false , false ,2,  , android.webkit.WebView , false , false
node , mmapps.mirror.free , false , false ,  ,0, true , true ,  , false ,  , [1;0][1080;132] , true , false , false ,3,  , android.webkit.WebView , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [1;0][1080;132] , false , false , false ,4,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true , mys-wrapper , false ,  , [1;0][1080;132] , false , false , false ,5,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true , mys-content , false ,  , [1;0][1080;132] , false , false , false ,6,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [1;0][1080;132] , false , false , false ,7,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true , banner-nologo , false ,  , [1;0][1080;132] , false , false , false ,8,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [53;2][820;131] , false , false , false ,9,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [176;2][943;128] , false , false , false ,10,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [176;21][943;60] , false , false , false ,11, Project Performance Intl , android.view.View , false , false
node , mmapps.mirror.free , false , true , Project Performance Intl ,0, true , true ,  , false ,  , [176;21][499;60] , false , false , false ,12,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [176;21][499;60] , false , false , false ,13, Project Performance Intl , android.widget.TextView , false , false
node , mmapps.mirror.free , false , false ,  ,1, false , true ,  , false ,  , [176;57][943;110] , false , false , false ,14, Project Performance Intl , android.view.View , false , false
node , mmapps.mirror.free , false , true , Systems Engineering Management ,0, true , true ,  , false ,  , [176;55][888;112] , false , false , false ,15,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [176;55][888;112] , false , false , false ,16, Systems Engineering Management , android.widget.TextView , false , false
node , mmapps.mirror.free , false , false ,  ,1, false , true ,  , false ,  , [0;0][0;0] , false , false , false ,17,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [0;0][0;0] , false , false , false ,18, Project Performance Intl , android.view.View , false , false
node , mmapps.mirror.free , false , true , 27 - 31 Mar 2023 - Invest in your professional development today! ,0, true , true ,  , false ,  , [0;0][0;0] , false , false , false ,19,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [0;0][0;0] , false , false , false ,20, 27 - 31 Mar 2023 - Invest in your professional , android.widget.TextView , false , false
node , mmapps.mirror.free , false , false ,  ,1, false , true ,  , false ,  , [0;0][0;0] , false , false , false ,21, ,,,
 , android.view.View , false , false,,,,,,,,,,,,,,,,
node , mmapps.mirror.free , false , false ,  ,2, false , true ,  , false ,  , [0;0][0;0] , false , false , false ,22, development today! , android.widget.TextView , false , false
node , mmapps.mirror.free , false , true , OPEN ,1, true , true ,  , false ,  , [859;26][1061;105] , false , false , false ,23,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [859;26][1061;105] , false , false , false ,24,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [914;42][1006;89] , false , false , false ,25, OPEN , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,1, false , true , abgcp , false ,  , [1;26][69;132] , false , false , false ,26,  , android.view.View , false , false
node , mmapps.mirror.free , false , true ,  ,0, false , true , abgc , true , false , [1;49][43;131] , false , false , false ,27,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true , abgb , false ,  , [1;49][43;91] , false , false , false ,28,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [1;49][43;91] , false , false , false ,29,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [1;49][43;91] , false , false , false ,30,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [1;49][43;91] , false , false , false ,31,  , android.widget.Image , false , false
node , mmapps.mirror.free , false , true ,  ,1, true , true , cbb , true , false , [1;89][43;131] , false , false , false ,32,  , android.widget.Button , false , false
node , mmapps.mirror.free , false , false ,  ,2, false , true ,  , false ,  , [1;0][1080;132] , false , false , false ,33,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,1, false , true ,  , false ,  , [468;78][611;131] , false , false , false ,34, Test Ad , android.widget.TextView , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true , mmapps.mirror.free:id/preview , false ,  , [0;131][1080;1794] , false , false , false ,35,  , android.view.ViewGroup , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true ,  , false ,  , [0;131][1080;1794] , false , false , false ,36,  , android.view.View , false , false
node , mmapps.mirror.free , false , false ,  ,0, false , true , mmapps.mirror.free:id/hamburger_background , false ,  , [0;173][105;270] , false , false , false ,37,  , android.widget.ImageView , false , false
node , mmapps.mirror.free , false , true ,  ,1, true , true , mmapps.mirror.free:id/hamburger_button , true , false , [0;173][105;270] , false , false , false ,38,  , android.widget.ImageButton , false , false
node , mmapps.mirror.free , false , true ,  ,2, true , true , mmapps.mirror.free:id/light_button , true , false , [933;173][1038;278] , false , false , false ,39,  , android.widget.ImageButton , false , false
node , mmapps.mirror.free , false , true ,  ,1, true , true , mmapps.mirror.free:id/freeze_button , true , false , [456;1463][624;1631] , false , false , false ,40,  , android.widget.ImageButton , false , false
node , mmapps.mirror.free , false , false ,  ,2, true , true , mmapps.mirror.free:id/zoom_bar , false ,  , [980;1008][1059;1673] , false , false , false ,41,  , android.widget.SeekBar , false , false
node , mmapps.mirror.free , false , false ,  ,0, true , true , mmapps.mirror.free:id/exposure_bar , false ,  , [21;1694][1059;1773] , false , false , false ,42,  , android.widget.SeekBar , false , false
node , mmapps.mirror.free , false , false ,  ,1, false , true , android:id/navigationBarBackground , false ,  , [0;0][0;0] , false , false , false ,43,  , android.view.View , false , false
