package,checkable,clickable,content-desc,index,focusable,enabled,resource-id,password,NAF,bounds,focused,checked,long-clickable,progress,text,class,scrollable,selected
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/coordinator_layout,false,,[0;72][1080;1776],false,false,false,0,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/parent_view,false,,[0;72][1080;1776],false,false,false,1,,android.view.ViewGroup,false,false
com.carmax.carmax,false,true,,0,true,true,com.carmax.carmax:id/left_action,true,false,[27;84][171;228],false,false,false,2,,android.widget.ImageView,false,false
com.carmax.carmax,false,true,,0,true,true,com.carmax.carmax:id/search_bar_text,false,,[231;84][1065;228],false,false,false,3,Keyword or Stock Number,android.widget.EditText,false,false
com.carmax.carmax,false,true,Search,0,true,true,com.carmax.carmax:id/search_bar_mic_or_ex,false,,[909;84][1053;228],false,false,false,4,,android.widget.ImageView,false,false
com.carmax.carmax,false,false,,2,false,true,com.carmax.carmax:id/coordinator,false,,[0;72][1080;1776],false,false,false,5,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,,false,,[0;240][1080;1608],false,false,false,6,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,true,true,com.carmax.carmax:id/tabLayout,false,,[0;240][1080;384],false,false,false,7,,android.widget.HorizontalScrollView,true,false
com.carmax.carmax,false,true,Discover,0,true,true,,false,,[0;240][301;384],false,false,false,8,,androidx.appcompat.app.ActionBar$Tab,false,true
com.carmax.carmax,false,false,,0,false,true,,false,,[36;283][265;340],false,false,false,9,DISCOVER,android.widget.TextView,false,true
com.carmax.carmax,false,true,Make and Model,1,true,true,,false,,[301;240][789;384],false,false,false,10,,androidx.appcompat.app.ActionBar$Tab,false,false
com.carmax.carmax,false,false,,0,false,true,,false,,[337;283][753;340],false,false,false,11,MAKE AND MODEL,android.widget.TextView,false,false
com.carmax.carmax,false,true,Type or Style,2,true,true,,false,,[789;240][1080;384],false,false,false,12,,androidx.appcompat.app.ActionBar$Tab,false,false
com.carmax.carmax,false,false,,0,false,true,,false,,[825;283][1080;340],false,false,false,13,TYPE OR STYLE,android.widget.TextView,false,false
com.carmax.carmax,false,false,,1,true,true,com.carmax.carmax:id/viewPager,false,,[0;384][1080;1608],false,false,false,14,,androidx.viewpager.widget.ViewPager,true,false
com.carmax.carmax,false,false,,0,true,true,com.carmax.carmax:id/modulesRecyclerView,false,,[0;384][1080;1608],false,false,false,15,,androidx.recyclerview.widget.RecyclerView,true,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/headerView,false,,[0;408][1080;570],false,false,false,16,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/descriptionText,false,,[48;408][888;473],false,false,false,17,Welcome to CarMax,android.widget.TextView,false,false
com.carmax.carmax,false,false,,1,false,true,com.carmax.carmax:id/titleText,false,,[48;473][888;570],false,false,false,18,Buy a car; your way,android.widget.TextView,false,false
com.carmax.carmax,false,true,More,2,true,true,com.carmax.carmax:id/overflowMenu,false,,[936;417][1080;561],false,false,false,19,,android.widget.ImageView,false,false
com.carmax.carmax,false,false,,1,true,true,com.carmax.carmax:id/recyclerView,false,,[0;594][1080;1608],false,false,false,20,,androidx.recyclerview.widget.RecyclerView,true,false
com.carmax.carmax,false,false,,0,false,true,,false,,[0;594][984;1608],false,false,false,21,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/imageView,false,,[0;594][984;1138],false,false,false,22,,android.widget.ImageView,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/cardHeadingText,false,,[120;1186][960;1338],false,false,false,23,Shop from anywhere; Share with anyone,android.widget.TextView,false,false
com.carmax.carmax,false,false,,1,false,true,com.carmax.carmax:id/cardBodyText,false,,[120;1362][960;1582],false,false,false,24,Need a second opinion? Shop and share any car with a friend or CarMax associate to help you decide.,android.widget.TextView,false,false
com.carmax.carmax,false,false,,2,false,true,com.carmax.carmax:id/cardLink,false,,[405;1606][675;1608],false,false,false,25,Shop all cars,android.widget.TextView,false,false
com.carmax.carmax,false,false,,1,false,true,,false,,[984;594][1080;1608],false,false,false,26,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/imageView,false,,[984;594][1080;1138],false,false,false,27,,android.widget.ImageView,false,false
com.carmax.carmax,false,false,,0,false,true,,false,,[0;1608][1080;1776],false,false,false,28,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/icon,false,,[99;1632][171;1704],false,false,false,29,,android.widget.ImageView,false,true
com.carmax.carmax,false,false,,1,false,true,,false,,[84;1707][186;1776],false,false,false,30,,android.view.ViewGroup,false,true
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/largeLabel,false,,[84;1707][186;1756],false,false,false,31,Home,android.widget.TextView,false,true
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/icon,false,,[369;1632][441;1704],false,false,false,32,,android.widget.ImageView,false,false
com.carmax.carmax,false,false,,1,false,true,,false,,[315;1707][495;1776],false,false,false,33,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/smallLabel,false,,[315;1707][495;1756],false,false,false,34,MyCarMax,android.widget.TextView,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/icon,false,,[639;1632][711;1704],false,false,false,35,,android.widget.ImageView,false,false
com.carmax.carmax,false,false,,1,false,true,,false,,[620;1707][730;1776],false,false,false,36,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/smallLabel,false,,[620;1707][730;1756],false,false,false,37,Stores,android.widget.TextView,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/icon,false,,[909;1632][981;1704],false,false,false,38,,android.widget.ImageView,false,false
com.carmax.carmax,false,false,,1,false,true,,false,,[914;1707][976;1776],false,false,false,39,,android.view.ViewGroup,false,false
com.carmax.carmax,false,false,,0,false,true,com.carmax.carmax:id/smallLabel,false,,[914;1707][976;1756],false,false,false,40,Sell,android.widget.TextView,false,false
com.carmax.carmax,false,false,,1,false,true,android:id/statusBarBackground,false,,[0;0][1080;72],false,false,false,41,,android.view.View,false,false
com.carmax.carmax,false,false,,2,false,true,android:id/navigationBarBackground,false,,[0;0][0;0],false,false,false,42,,android.view.View,false,false
