package,checkable,clickable,content-desc,index,focusable,enabled,resource-id,password,NAF,bounds,focused,checked,long-clickable,progress,text,class,scrollable,selected
com.calm.android,false,false,,2,false,true,com.calm.android.app:id/scenes_carousel,false,,[0;0][1080;1776],false,false,false,0,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,,false,,[0;0][1080;1776],false,false,false,1,,android.view.ViewGroup,false,false
com.calm.android,false,false,,1,false,true,,false,,[0;0][1080;1776],false,false,false,2,,android.view.ViewGroup,false,false
com.calm.android,false,false,,1,true,true,com.calm.android.app:id/packs_list,false,,[0;0][1080;1728],false,false,false,3,,androidx.recyclerview.widget.RecyclerView,true,false
com.calm.android,false,false,,0,true,true,,false,,[48;669][1032;735],false,false,false,4,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/title,false,,[48;669][1008;735],false,false,false,5,Good afternoon; GUI,android.widget.TextView,false,false
com.calm.android,false,true,,1,true,true,,false,,[48;795][1032;1640],false,false,false,6,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,true,true,com.calm.android:id/list,false,,[48;795][1032;1640],true,false,false,7,,androidx.recyclerview.widget.RecyclerView,true,false
com.calm.android,false,true,,0,true,true,,false,,[48;795][22;1583],false,false,false,8,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/background_overlay,false,,[48;795][22;1395],false,false,false,9,,android.widget.ImageView,false,false
com.calm.android,false,false,,1,false,true,com.calm.android:id/background,false,,[48;795][22;1395],false,false,false,10,,android.widget.ImageView,false,false
com.calm.android,false,false,,3,false,true,com.calm.android:id/chin,false,,[48;1419][22;1583],false,false,false,11,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/title,false,,[48;1419][16;1477],false,false,false,12,Daily Move,android.widget.TextView,false,false
com.calm.android,false,false,,1,false,true,com.calm.android:id/subtitle,false,,[48;1477][16;1536],false,false,false,13,A daily stretching practice for everyone,android.widget.TextView,false,false
com.calm.android,false,false,,2,false,true,com.calm.android:id/description,false,,[48;1536][16;1583],false,false,false,14,Dec 2 • Cultivating Confidence,android.widget.TextView,false,false
com.calm.android,false,true,,1,true,true,,false,,[82;795][982;1640],false,false,false,15,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/background_overlay,false,,[82;795][982;1395],false,false,false,16,,android.widget.ImageView,false,false
com.calm.android,false,false,,1,false,true,com.calm.android:id/background,false,,[82;795][982;1395],false,false,false,17,,android.widget.ImageView,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/action_lock,false,,[106;1323][166;1359],false,false,false,18,,android.widget.ImageView,false,false
com.calm.android,false,false,,3,false,true,com.calm.android:id/chin,false,,[82;1419][982;1640],false,false,false,19,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/detail_image,false,,[88;1419][232;1563],false,false,false,20,,android.widget.ImageView,false,false
com.calm.android,false,false,,1,false,true,com.calm.android:id/spacer,false,,[232;1419][256;1640],false,false,false,21,,android.view.View,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/title,false,,[256;1419][976;1477],false,false,false,22,Daily Calm,android.widget.TextView,false,false
com.calm.android,false,false,,1,false,true,com.calm.android:id/subtitle,false,,[256;1477][976;1593],false,false,false,23,An original; inspiring meditation every day.,android.widget.TextView,false,false
com.calm.android,false,false,,2,false,true,com.calm.android:id/description,false,,[256;1593][976;1640],false,false,false,24,Dec 2 • Self Competition,android.widget.TextView,false,false
com.calm.android,false,true,,2,true,true,,false,,[1042;795][1032;1640],false,false,false,25,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/background_overlay,false,,[1042;795][1032;1395],false,false,false,26,,android.widget.ImageView,false,false
com.calm.android,false,false,,1,false,true,com.calm.android:id/background,false,,[1042;795][1032;1395],false,false,false,27,,android.widget.ImageView,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/action_lock,false,,[1066;1323][1032;1359],false,false,false,28,,android.widget.ImageView,false,false
com.calm.android,false,false,,3,false,true,com.calm.android:id/chin,false,,[1042;1419][1032;1640],false,false,false,29,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,com.calm.android:id/detail_image,false,,[1048;1419][1032;1563],false,false,false,30,,android.widget.ImageView,false,false
com.calm.android,false,true,,2,true,true,,true,false,[48;1700][1032;1703],false,false,false,31,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,false,true,,false,,[48;1700][1032;1703],false,false,false,32,,android.view.View,false,false
com.calm.android,false,true,,3,true,true,,false,,[48;1763][1032;1728],false,false,false,33,,android.view.ViewGroup,false,false
com.calm.android,false,false,,0,true,true,com.calm.android:id/list,false,,[48;1763][1032;1728],false,false,false,34,,androidx.recyclerview.widget.RecyclerView,true,false
com.calm.android,false,false,,0,false,true,,false,,[49;1763][996;1728],false,false,false,35,,android.view.ViewGroup,false,false
