package,checkable,clickable,content-desc,index,focusable,enabled,resource-id,password,NAF,bounds,focused,checked,long-clickable,progress,text,class,scrollable,selected
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/dragToDismissLayout,false,,[0;0][1080;1776],false,false,false,0,,android.view.ViewGroup,false,false
com.thetransitapp.droid,false,false,,0,false,true,,false,,[15;639][195;705],false,false,false,1,,android.widget.ImageView,false,false
com.thetransitapp.droid,false,true,Google Map,1,true,true,,false,,[0;0][1080;1332],false,false,false,2,,android.view.View,false,false
com.thetransitapp.droid,false,false,,0,true,true,com.thetransitapp.droid:id/routes_recycler,false,,[0;0][1080;1776],false,false,false,3,,androidx.recyclerview.widget.RecyclerView,true,false
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/routeItemContent,false,,[0;900][1080;1200],false,false,false,4,,android.view.ViewGroup,false,false
com.thetransitapp.droid,false,false,,0,true,true,com.thetransitapp.droid:id/pager,false,,[0;900][1080;1182],false,false,false,5,,androidx.recyclerview.widget.RecyclerView,true,false
com.thetransitapp.droid,false,false,,0,false,true,,false,,[0;900][1080;1182],false,false,false,6,,android.view.ViewGroup,false,false
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/routeDirectionImg,false,,[36;1060][78;1102],false,false,false,7,,android.widget.ImageView,false,false
com.thetransitapp.droid,false,false,,1,false,true,com.thetransitapp.droid:id/routeName,false,,[93;1054][432;1108],false,false,false,8,Foothill College,android.widget.TextView,false,false
com.thetransitapp.droid,false,false,,2,false,true,com.thetransitapp.droid:id/routeNamePadding,false,,[27;1108][1080;1120],false,false,false,9,,android.view.View,false,false
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/routeItemMinuteInclude,false,,[924;965][1080;1117],false,false,false,10,,android.view.ViewGroup,false,false
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/routeTime,false,,[924;971][1024;1084],false,false,false,11,14,android.widget.TextView,false,false
com.thetransitapp.droid,false,false,,1,false,true,com.thetransitapp.droid:id/routeRealtimeSymbol,false,,[1021;965][1051;995],false,false,false,12,,android.widget.ImageView,false,false
com.thetransitapp.droid,false,false,,2,false,true,com.thetransitapp.droid:id/routeMinutes,false,,[924;1081][1023;1114],false,false,false,13,minutes,android.widget.TextView,false,false
com.thetransitapp.droid,false,false,,4,false,true,com.thetransitapp.droid:id/routeStopName,false,,[36;1120][373;1161],false,false,false,14,Charleston / Google,android.widget.TextView,false,false
com.thetransitapp.droid,false,false,,1,false,true,com.thetransitapp.droid:id/pagination,false,,[0;924][1080;954],false,false,false,15,,android.widget.ImageView,false,false
com.thetransitapp.droid,false,false,40 40,2,false,true,com.thetransitapp.droid:id/serviceNameView,false,,[30;918][196;1050],false,false,false,16,,android.view.ViewGroup,false,false
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/name,false,,[30;918][196;1050],false,false,false,17,40,android.widget.TextView,false,false
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/routeItemContent,false,,[0;1200][1080;1500],false,false,false,18,,android.view.ViewGroup,false,false
com.thetransitapp.droid,false,false,,0,true,true,com.thetransitapp.droid:id/pager,false,,[0;1200][1080;1482],false,false,false,19,,androidx.recyclerview.widget.RecyclerView,true,false
com.thetransitapp.droid,false,false,,0,false,true,,false,,[0;1200][1080;1482],false,false,false,20,,android.view.ViewGroup,false,false
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/routeDirectionImg,false,,[36;1360][78;1402],false,false,false,21,,android.widget.ImageView,false,false
com.thetransitapp.droid,false,false,,1,false,true,com.thetransitapp.droid:id/routeName,false,,[93;1354][426;1408],false,false,false,22,Orange Shuttle,android.widget.TextView,false,false
com.thetransitapp.droid,false,false,,2,false,true,com.thetransitapp.droid:id/routeNamePadding,false,,[27;1408][1080;1420],false,false,false,23,,android.view.View,false,false
com.thetransitapp.droid,false,false,,0,false,true,com.thetransitapp.droid:id/routeItemMinuteInclude,false,,[924;1265][1080;1417],false,false,false,24,,android.view.ViewGroup,false,false
