package,checkable,clickable,content-desc,index,focusable,enabled,resource-id,password,NAF,bounds,focused,checked,long-clickable,progress,text,class,scrollable,selected
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/snackbar_anchor,false,,[0;72][1080;1776],false,false,false,0,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,,false,,[0;72][1080;1608],false,false,false,1,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/toolbar_id,false,,[0;72][1080;240],false,false,false,2,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,,false,,[48;117][234;195],false,false,false,3,Home,android.widget.TextView,false,false
com.soundcloud.android,false,true,Upgrade Plan,0,true,true,com.soundcloud.android:id/upsellTitleBarBtn,false,,[545;107][768;205],false,false,false,4,Upgrade,android.widget.TextView,false,false
com.soundcloud.android,false,false,Upload,0,false,true,com.soundcloud.android:id/upload_action_bar_btn,false,,[798;108][894;204],false,false,false,5,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,activity feed,0,false,true,com.soundcloud.android:id/activity_feed_action_bar_btn,false,,[954;108][1050;204],false,false,false,6,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/str_layout,false,,[0;240][1080;1608],false,false,false,7,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,true,true,com.soundcloud.android:id/recycler_view,false,,[0;240][1080;1608],true,false,false,8,,androidx.recyclerview.widget.RecyclerView,true,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/discovery_multiple_selection_card,false,,[0;264][1080;1056],false,false,false,9,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/carousel_title,false,,[48;312][497;402],false,false,false,10,Charts: Top 50,android.widget.TextView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/carousel_description,false,,[48;402][1017;452],false,false,false,11,The most played tracks on SoundCloud this week,android.widget.TextView,false,false
com.soundcloud.android,false,false,,2,true,true,com.soundcloud.android:id/carousel_recycler_view,false,,[0;452][1080;1056],false,false,false,12,,androidx.recyclerview.widget.RecyclerView,true,false
com.soundcloud.android,false,true,,0,true,true,,false,,[24;452][444;1056],false,false,false,13,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/carousel_regular_item_stacked_artwork,false,,[42;500][426;884],false,false,false,14,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/stacked_artwork_image_1,false,,[42;500][378;836],false,false,false,15,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/stacked_artwork_image_2,false,,[66;524][402;860],false,false,false,16,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,2,false,true,com.soundcloud.android:id/stacked_artwork_image_3,false,,[90;548][426;884],false,false,false,17,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/carousel_regular_item_title,false,,[42;908][426;958],false,false,false,18,All music genres,android.widget.TextView,false,false
com.soundcloud.android,false,false,,2,false,true,com.soundcloud.android:id/carousel_regular_item_description,false,,[42;958][426;1008],false,false,false,19,Top 50,android.widget.TextView,false,false
com.soundcloud.android,false,true,,1,true,true,,false,,[444;452][864;1056],false,false,false,20,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/carousel_regular_item_stacked_artwork,false,,[462;500][846;884],false,false,false,21,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/stacked_artwork_image_1,false,,[462;500][798;836],false,false,false,22,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/stacked_artwork_image_2,false,,[486;524][822;860],false,false,false,23,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,2,false,true,com.soundcloud.android:id/stacked_artwork_image_3,false,,[510;548][846;884],false,false,false,24,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/carousel_regular_item_title,false,,[462;908][846;958],false,false,false,25,Hip-hop & Rap,android.widget.TextView,false,false
com.soundcloud.android,false,false,,2,false,true,com.soundcloud.android:id/carousel_regular_item_description,false,,[462;958][846;1008],false,false,false,26,Top 50,android.widget.TextView,false,false
com.soundcloud.android,false,true,,2,true,true,,false,,[864;452][1080;1056],false,false,false,27,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/carousel_regular_item_stacked_artwork,false,,[882;500][1080;884],false,false,false,28,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/stacked_artwork_image_1,false,,[882;500][1080;836],false,false,false,29,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/stacked_artwork_image_2,false,,[906;524][1080;860],false,false,false,30,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,2,false,true,com.soundcloud.android:id/stacked_artwork_image_3,false,,[930;548][1080;884],false,false,false,31,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/carousel_regular_item_title,false,,[882;908][1080;958],false,false,false,32,Global Beats,android.widget.TextView,false,false
com.soundcloud.android,false,false,,2,false,true,com.soundcloud.android:id/carousel_regular_item_description,false,,[882;958][1080;1008],false,false,false,33,Top 50,android.widget.TextView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/discovery_multiple_selection_card,false,,[0;1056][1080;1608],false,false,false,34,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/carousel_title,false,,[48;1104][606;1194],false,false,false,35,Charts: New & hot,android.widget.TextView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/carousel_description,false,,[48;1194][809;1244],false,false,false,36,Up-and-coming tracks on SoundCloud,android.widget.TextView,false,false
com.soundcloud.android,false,false,,2,true,true,com.soundcloud.android:id/carousel_recycler_view,false,,[0;1244][1080;1608],false,false,false,37,,androidx.recyclerview.widget.RecyclerView,true,false
com.soundcloud.android,false,true,,0,true,true,,false,,[24;1244][444;1608],false,false,false,38,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/carousel_regular_item_stacked_artwork,false,,[42;1292][426;1608],false,false,false,39,,android.view.ViewGroup,false,false
com.soundcloud.android,false,false,,0,false,true,com.soundcloud.android:id/stacked_artwork_image_1,false,,[42;1292][378;1608],false,false,false,40,,android.widget.ImageView,false,false
com.soundcloud.android,false,false,,1,false,true,com.soundcloud.android:id/stacked_artwork_image_2,false,,[66;1316][402;1608],false,false,false,41,,android.widget.ImageView,false,false
