nodeName,package,checkable,clickable,content-desc,index,focusable,enabled,resource-id,password,NAF,bounds,focused,checked,long-clickable,progress,text,class,scrollable,selected
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/main_content , false ,  , [0;0][1080;1794] , false , false , false , 0 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/toolbar , false ,  , [0;0][1080;147] , false , false , false , 1 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/logo , false ,  , [42;52][349;94] , false , false , false , 2 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , true , Profile , 0 , true , true , com.sirma.mobile.bible.android:id/action_profile_logged_out , false ,  , [953;10][1080;136] , false , false , false , 3 ,  , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true ,  , false ,  , [0;147][1080;1794] , false , false , false , 4 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/swipe_refresh_layout , false ,  , [0;147][1080;1794] , false , false , false , 5 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , true , true , com.sirma.mobile.bible.android:id/moments , false ,  , [0;147][1080;1794] , false , false , false , 6 ,  , android.support.v7.widget.RecyclerView , true , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/title , false ,  , [60;205][328;262] , false , false , false , 7 , Good Evening. , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true , com.sirma.mobile.bible.android:id/sub_title , false ,  , [60;262][954;356] , false , false , false , 8 , Streaks help you build your daily Bible habit. Learn more. , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/streak_color , false ,  , [996;257][1020;304] , false , false , false , 9 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [60;481][144;565] , false , false , false , 10 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [176;466][481;523] , false , false , false , 11 , Verse of the Day , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true , com.sirma.mobile.bible.android:id/verse_reference , false ,  , [176;523][479;580] , false , false , false , 12 , Esther 4:14 KJV , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 2 , false , true , com.sirma.mobile.bible.android:id/time , false ,  , [934;466][1020;509] , false , false , false , 13 , Today , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/verse , false ,  , [60;622][1020;799] , false , false , false , 14 , 14 For if thou altogether holdest thy peace at this time; then shall there enlargement and deliverance arise to the Jews from another place; but thou and thy father's house shall be destroyed: and who knoweth whether thou art come to the kingdom for such a time as this? , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 0 , true , true , com.sirma.mobile.bible.android:id/view_all , false ,  , [18;805][264;940] , false , false , false , 15 , VIEW ALL , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 1 , true , true , com.sirma.mobile.bible.android:id/btn_share , true , false , [621;799][768;946] , false , false , false , 16 ,  , android.widget.ImageButton , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 2 , true , true , com.sirma.mobile.bible.android:id/btn_image , true , false , [768;799][915;946] , false , false , false , 17 ,  , android.widget.ImageButton , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 3 , true , true , com.sirma.mobile.bible.android:id/btn_more , true , false , [915;799][1062;946] , false , false , false , 18 ,  , android.widget.ImageButton , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [60;1014][123;1077] , false , false , false , 19 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true ,  , false ,  , [155;1017][934;1074] , false , false , false , 20 , Verse of the Day Image , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 2 , false , true , com.sirma.mobile.bible.android:id/time , false ,  , [934;1014][1020;1057] , false , false , false , 21 , Today , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/body_image , false ,  , [60;1119][1020;1794] , false , false , false , 22 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [0;1759][1080;1773] , false , false , false , 23 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false , Home , 0 , false , true , com.sirma.mobile.bible.android:id/image , false ,  , [76;1790][139;1794] , false , false , false , 24 ,  , android.widget.ImageView , false , true
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true , com.sirma.mobile.bible.android:id/text , false ,  , [0;0][0;0] , false , false , false , 25 , Home , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false , Read , 0 , false , true , com.sirma.mobile.bible.android:id/image , false ,  , [0;0][0;0] , false , false , false , 26 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false , Plans , 0 , false , true , com.sirma.mobile.bible.android:id/image , false ,  , [0;0][0;0] , false , false , false , 27 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false , Explore , 0 , false , true , com.sirma.mobile.bible.android:id/image , false ,  , [0;0][0;0] , false , false , false , 28 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false , More , 0 , false , true , com.sirma.mobile.bible.android:id/image , false ,  , [0;0][0;0] , false , false , false , 29 ,  , android.widget.ImageView , false , false
