nodeName,package,checkable,clickable,content-desc,index,focusable,enabled,resource-id,password,NAF,bounds,focused,checked,long-clickable,progress,text,class,scrollable,selected
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/main_content , false ,  , [0;0][1080;1794] , false , false , false , 0 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true , com.sirma.mobile.bible.android:id/toolbar , false ,  , [0;63][1080;210] , false , false , false , 1 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/headerContentHome , false ,  , [0;63][863;210] , false , false , false , 2 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , true , true , com.sirma.mobile.bible.android:id/collapsing_tabs , false ,  , [63;63][587;210] , false , false , false , 3 ,  , android.widget.HorizontalScrollView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/main_tab_item , false ,  , [100;114][236;201] , false , false , false , 4 , Today , android.widget.TextView , false , true
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/main_tab_item , false ,  , [321;121][539;194] , false , false , false , 5 , Community , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 1 , true , true , com.sirma.mobile.bible.android:id/streaks_toolbar , false ,  , [794;63][847;210] , false , false , false , 6 , 1 , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 0 , true , true , com.sirma.mobile.bible.android:id/btn_sign_in , false ,  , [876;94][1059;179] , false , false , false , 7 , Sign In , android.widget.Button , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 2 , false , true ,  , false ,  , [0;210][1080;213] , false , false , false , 8 ,  , android.view.View , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true ,  , false ,  , [0;213][1080;1794] , false , false , false , 9 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/home_view_pager , false ,  , [0;213][1080;1794] , false , false , false , 10 ,  , androidx.viewpager.widget.ViewPager , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , true , true ,  , false ,  , [0;213][1080;1794] , false , false , false , 11 ,  , androidx.recyclerview.widget.RecyclerView , true , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [0;213][1080;1794] , false , false , false , 12 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/refresh , false ,  , [0;213][1080;1794] , false , false , false , 13 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , true , true , com.sirma.mobile.bible.android:id/moments , false ,  , [0;213][1080;1794] , false , false , false , 14 ,  , androidx.recyclerview.widget.RecyclerView , true , false
node , com.sirma.mobile.bible.android , false , true ,  , 0 , true , true , com.sirma.mobile.bible.android:id/welcome_moment_view , false ,  , [0;234][1080;743] , false , false , false , 15 ,  , androidx.cardview.widget.CardView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/card_content , false ,  , [0;234][1080;743] , false , false , false , 16 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [63;297][912;402] , false , false , false , 17 , WELCOME TO YOUVERSION , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true , More , 1 , true , true , com.sirma.mobile.bible.android:id/btn_more , false ,  , [912;297][1017;402] , false , false , false , 18 ,  , android.widget.ImageButton , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true , com.sirma.mobile.bible.android:id/welcome_subtext , false ,  , [74;444][1017;554] , false , false , false , 19 , Let's explore four ways you can connect with the Bible. , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 2 , true , true , com.sirma.mobile.bible.android:id/btn_open_close , false ,  , [63;596][298;701] , false , false , false , 20 , Get Started , android.widget.Button , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 3 , true , true , com.sirma.mobile.bible.android:id/welcomeProgress , false ,  , [845;608][1017;689] , false , false , false , 21 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/count_id , false ,  , [869;621][941;667] , false , false , false , 22 , 0/4 , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false , Badges , 1 , false , true , com.sirma.mobile.bible.android:id/badge_icon , false ,  , [941;614][1004;676] , false , false , false , 23 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true , com.sirma.mobile.bible.android:id/kind_content , false ,  , [0;785][1080;1794] , false , false , false , 24 ,  , androidx.cardview.widget.CardView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 0 , true , true ,  , false ,  , [0;785][1080;1794] , false , false , false , 25 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [63;848][807;953] , false , false , false , 26 , VERSE OF THE DAY , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true , More , 1 , true , true , com.sirma.mobile.bible.android:id/btn_share , false ,  , [807;848][912;953] , false , false , false , 27 ,  , android.widget.ImageButton , false , false
