nodeName,package,checkable,clickable,content-desc,index,focusable,enabled,resource-id,password,NAF,bounds,focused,checked,long-clickable,progress,text,class,scrollable,selected
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/main_content , false ,  , [0;0][1080;1794] , false , false , false , 0 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/toolbar , false ,  , [0;0][1080;147] , false , false , false , 1 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , true , Navigate up , 0 , true , true ,  , false ,  , [0;0][147;147] , false , false , false , 2 ,  , android.widget.ImageButton , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [147;52][454;94] , false , false , false , 3 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , true , Friends , 0 , true , true , com.sirma.mobile.bible.android:id/action_friends , false ,  , [826;10][953;136] , false , false , true , 4 ,  , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true , Notifications , 1 , true , true , com.sirma.mobile.bible.android:id/action_notifications , false ,  , [953;10][1080;136] , false , false , true , 5 ,  , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , true , true , com.sirma.mobile.bible.android:id/tabs , false ,  , [16;147][1080;273] , false , false , false , 6 ,  , android.widget.HorizontalScrollView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 0 , true , true ,  , false ,  , [16;147][205;273] , false , false , false , 7 ,  , android.support.v7.app.b , false , true
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [58;184][163;235] , false , false , false , 8 , HOME , android.widget.TextView , false , true
node , com.sirma.mobile.bible.android , false , true ,  , 1 , true , true ,  , false ,  , [205;147][394;273] , false , false , false , 9 ,  , android.support.v7.app.b , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [253;184][346;235] , false , false , false , 10 , READ , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 2 , true , true ,  , false ,  , [394;147][583;273] , false , false , false , 11 ,  , android.support.v7.app.b , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [429;184][547;235] , false , false , false , 12 , PLANS , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 3 , true , true ,  , false ,  , [583;147][774;273] , false , false , false , 13 ,  , android.support.v7.app.b , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [615;184][742;235] , false , false , false , 14 , VIDEOS , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 4 , true , true ,  , false ,  , [774;147][963;273] , false , false , false , 15 ,  , android.support.v7.app.b , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [831;184][906;235] , false , false , false , 16 , LIVE , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/swipe_refresh_layout , false ,  , [0;273][1080;1794] , false , false , false , 17 ,  , android.view.ViewGroup , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , true , true , com.sirma.mobile.bible.android:id/view_pager , false ,  , [0;273][1080;1794] , false , false , false , 18 ,  , android.support.v4.view.ViewPager , true , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , true , true , com.sirma.mobile.bible.android:id/moments , false ,  , [0;273][1080;1794] , false , false , false , 19 ,  , android.support.v7.widget.RecyclerView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/day , false ,  , [60;342][139;421] , false , false , false , 20 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true ,  , false ,  , [171;331][441;382] , false , false , false , 21 , Verse of the Day , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true , com.sirma.mobile.bible.android:id/verse_reference , false ,  , [171;382][555;433] , false , false , false , 22 , 1 Corinthians 1:10 KJV , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 2 , false , true , com.sirma.mobile.bible.android:id/time , false ,  , [934;331][1020;374] , false , false , false , 23 , Today , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/verse , false ,  , [60;475][1020;634] , false , false , false , 24 , Now I beseech you; brethren; by the name of our Lord Jesus Christ; that ye all speak the same thing; and that there be no divisions among you; but that ye be perfectly joined together in the same mind and in the same judgment. , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 0 , true , true , com.sirma.mobile.bible.android:id/view_all , false ,  , [18;634][264;769] , false , false , false , 25 , VIEW ALL , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 1 , true , true , com.sirma.mobile.bible.android:id/btn_settings , true , false , [655;634][802;769] , false , false , false , 26 ,  , android.widget.ImageButton , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 2 , true , true , com.sirma.mobile.bible.android:id/btn_image_share , true , false , [802;634][932;769] , false , false , false , 27 ,  , android.widget.ImageButton , false , false
node , com.sirma.mobile.bible.android , false , true ,  , 3 , true , true , com.sirma.mobile.bible.android:id/btn_share , true , false , [932;634][1062;769] , false , false , false , 28 ,  , android.widget.ImageButton , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/title , false ,  , [18;795][716;930] , false , false , false , 29 , Find hope and renewal in God's Word. , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , true , true , com.sirma.mobile.bible.android:id/plans , false ,  , [18;930][1062;1547] , false , false , false , 30 ,  , android.support.v4.view.ViewPager , true , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/image , false ,  , [66;946][828;1394] , false , false , false , 31 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true ,  , false ,  , [66;1394][828;1395] , false , false , false , 32 ,  , android.view.View , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/title , false ,  , [66;1395][654;1531] , false , false , false , 33 , Even Silence Is Praise , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true , com.sirma.mobile.bible.android:id/days , false ,  , [675;1395][828;1488] , false , false , false , 34 , 5 Days , android.widget.TextView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/image , false ,  , [851;946][1062;1394] , false , false , false , 35 ,  , android.widget.ImageView , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 1 , false , true ,  , false ,  , [851;1394][1062;1395] , false , false , false , 36 ,  , android.view.View , false , false
node , com.sirma.mobile.bible.android , false , false ,  , 0 , false , true , com.sirma.mobile.bible.android:id/title , false ,  , [851;1395][1062;1531] , false , false , false , 37 , Sitting in the Still: 7 Days to Waiting Inside of God’s Promise , android.widget.TextView , false , false
